Código,Nome,Histórico,Foto,Autor,Inauguração,Localização,Latitude,Longitude
340,"Marco 9","Este marco era o delimitador da área de circulação do Imperador. Orientava os viajantes das distâncias entre o Morro do Castelo e a Fazenda Imperial de Santa Cruz.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","1826","Avenida Cesário de Melo, 6460","",""
341,"Marco 10","Este marco era o delimitador da área de circulação do Imperador. Orientava os viajantes das distâncias entre o Morro do Castelo e a Fazenda Imperial de Santa Cruz.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","1826","Avenida Cesário de Melo, 1426","",""
342,"Marco da Iluminação de Campo Grande","Trata-se de um marco em gratidão à iluminação elétrica da região.","http://riomonumentos.com/cadastro/uploads/marco_a_iluminação_de_cg001.jpg","desconhecido","9 de abril de 1919","R. Amaral Costa, 141 - Campo Grande (Praça João Esberard)","",""
343,"Marco de Denominação da Praça","Trata-se de um marco com placa em bronze com a denominação da praça.","http://riomonumentos.com/cadastro/uploads/marco_de_denominaçao_da_praça_joao001.jpg","desconhecido","7 de junho de 1917","R. Amaral Costa, 141 - Campo Grande (Praça João Esberard)","",""
344,"Cruzeiro","É um cruzeiro em madeira situado em frente à Igreja Matriz de N. S. do Desterro.","http://riomonumentos.com/cadastro/uploads/cruzeiro_praca_joao001.jpg","desconhecido","desconhecida","R. Amaral Costa, 141 - Campo Grande (Praça João Esberard)","",""
345,"Fonte Wallace (Campo Grande)","Fonte proveniente das fundições do Val d´Osne. A figura da Deusa Tétis ornamenta a peça.","http://riomonumentos.com/cadastro/uploads/fonte_wallace001.jpg","Auguste Lebourg","desconhecida","R. Amaral Costa, 141 - Campo Grande (Praça João Esberard)","",""
346,"Artur Azevedo","Trata-se de um busto em bronze em frente ao teatro em sua homenagem.","http://riomonumentos.com/cadastro/uploads/arthur_azevedo001.jpg","Miguel Pastor","1960","","",""
347,"Obelisco ao Ventre Livre","O monumento é composto por duas colunas de concreto. Uma figura tem o ventre vazado e na outra coluna as mãos presas e unidas.","http://riomonumentos.com/cadastro/uploads/obelisco_ao_ar_livre002.jpg","Miguel Pastor","1960","","",""
348,"Painel dos Abolicionistas","Painel em argamassa com as efígies de diversos abolicionistas.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","Miguel Pastor","1960","","",""
349,"Artur Rios","A homenagem é um busto em bronze do senador, na rua em sua referência.","http://riomonumentos.com/cadastro/uploads/arthur_rios001.jpg","desconhecido","desconhecida","Rua Artur Rios, Rio de  Janeiro - RJ","",""
350,"Santa Sofia","Trata-se de uma criação da imagem de Santa Sofia em frente à igreja da padroeira.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","Miguel Pastor","desconhecida","Praça Sofia Moreira (Praça Santa Sofia)","",""
351,"Serafim Moreira","É uma homenagem ao benfeitor do bairro de Kosmos.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","Miguel Pastor","11 de outubro de 1968","Praça Sofia Moreira (Praça Santa Sofia)","",""
352,"Marco ICC","Trata-se de um marco em homenagem ao Instituto Campo Grandense de Cultura.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","21 de novembro de 1990","Praça Francisco Barbosa, Rio de Janeiro - RJ","",""
353,"Adelino Moreira","A homenagem é uma estátua do homenageado sentado em uma mesa tocando violão.","http://riomonumentos.com/cadastro/uploads/adelino_moreira001.jpg","Mestre Saul","2009","Rua Campo Grande, Rio de Janeiro - RJ","",""
354,"Augusto de Vasconcelos","É um marco em forma de pirâmide com a efígie do homenageado em bronze.","http://riomonumentos.com/cadastro/uploads/augusto_vasconcelos001.jpg","Miguel Pastor","desconhecida","Av. de Santa Cruz, 11787-11853 - Sen. Vasconcelos (com Rua Inajá)","",""
355,"Lago","São dois lagos retangulares, um em cada extremidade da praça, para plantas aquáticas.","http://riomonumentos.com/cadastro/uploads/lago_telmo001.jpg","desconhecido","desconhecida","Praça Telmo Gonçalves Maia","",""
356,"Laranjais","São colunas de concreto pintadas representando os laranjais de Campo Grande.","http://riomonumentos.com/cadastro/uploads/laranjais001.jpg","George Guerra e George Lopes","23 de julho de 1996","Rua Ferreira Borges, 60","",""
357,"Estátua da Liberdade","Esta escultura é o protótipo da famosa Estátua Liberdade dos Estados Unidos.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","Frédéric Augusto Bertholdi","20 de janeiro de 1964","Praça Miami, Rio de Janeiro - RJ","",""
358,"Padre Miguel","Trata-se de um busto em bronze em homenagem ao primeiro vigário de Realengo.","http://riomonumentos.com/cadastro/uploads/padre_miguel001.jpg","Mazzuchelli","8 de setembro de 1948","Praça Padre Miguel, Rio de Janeiro - RJ","",""
359,"Professor Carlos Alberto da Cruz Venceslau","É um busto do fundador da Faculdade Castelo Branco doado à cidade pelos seus admiradores.","http://riomonumentos.com/cadastro/uploads/prof_carlos_alberto_c_venceslau001.jpg","desconhecido","desconhecida","Praça Padre Miguel, Rio de Janeiro - RJ","",""
360,"Marco 7","Este marco era o delimitador da área de circulação do Imperador. Orientava os viajantes das distâncias entre o Morro do Castelo e a Fazenda Imperial de Santa Cruz.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","1826","Avenida Santa Cruz, 8670","",""
361,"Zumbi dos Palmares","O busto a Zumbi foi uma iniciativa do Point Chic Charm doada à cidade do Rio de Janeiro.","http://riomonumentos.com/cadastro/uploads/zumbi_dos_palmares001.jpg","Clecio Regis","20 de novembro de 2004","Rua Figueiredo Camargo, Rio de Janeiro - RJ","",""
362,"Fonte de Pedra","Trata-se de uma antiga fonte confeccionada com blocos de pedra.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","desconhecida","Rua dos Limites, Rio de Janeiro - RJ","",""
363,"Monumento aos Expedicionários","Trata-se de um painel com o mapa dos locais onde ocorreram ações da Força Expedicionária Brasileira.","http://riomonumentos.com/cadastro/uploads/monumento_aos_expedicionarios001.jpg","desconhecido e painel da Azulart Rio","5 de maio de 1983","Praça da Fé, Rio de Janeiro - RJ","",""
364,"Domingos da Guia","É uma homenagem ao mais famoso jogador de futebol do Bangu Atlético Clube.","http://riomonumentos.com/cadastro/uploads/domingos_daguia001.jpg","Clecio Regis","11 de abril de 2004","Avenida Ministro Ari Franco, Rio de Janeiro - RJ","",""
365,"Chafariz de Bangu","Trata-se de um conjunto de dez chafarizes, cada um com um jorro central no centro.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","Paulo Casé","12 de dezembro de 2002","Avenida Ministro Ari Franco, Rio de Janeiro - RJ","",""
366,"Marco Histórico de Bangu","Foi uma iniciativa da Associação Cultural de Estudos Contemporâneos. São monólitos que retratam a história do bairro.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","Raimundo Rodrigues","16 de dezembro de 2002","Praça da Fé, Rio de Janeiro - RJ","",""
367,"Marco 11","Este marco era o delimitador da área de circulação do Imperador. Orientava os viajantes das distâncias entre o Morro do Castelo e a Fazenda Imperial de Santa Cruz.","http://riomonumentos.com/cadastro/uploads/marco_11_001.jpg","desconhecido","1826","Rua Felipe Cardoso, Rio de Janeiro - RJ","",""
368,"Ponte dos Jesuítas","Esta primeira obra de engenharia hidráulica do Brasil foi construída com a finalidade de regular o volume das águas do Rio Guandu.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","1752","Estrada do Curtume, Rio de Janeiro - RJ","",""
369,"Marco do Saneamento","Trata-se de um marco de inauguracao do saneamento da Fazenda de Santa Cruz.","http://riomonumentos.com/cadastro/uploads/marco_do_saneamento001.jpg","desconhecido","1933","Estrada do Curtume, Rio de Janeiro - RJ","",""
370,"Fonte Wallace (Santa Cruz)","Fonte de ferro fundida das fundições de Val d´Osne. As estatuetas representam bondade, simplicidade, caridade e sobriedade.","http://riomonumentos.com/cadastro/uploads/fonte_santa_cruz_santa_cruz001.jpg","Auguste Lebourg","desconhecida","Praça Dom Romualdo, Rio de Janeiro - RJ","",""
371,"Cesário de Melo","O busto em bronze é uma homenagem do povo de Campo Grande.","http://riomonumentos.com/cadastro/uploads/cesario_de_melo001.jpg","L. Linel","1952","Rua Felipe Cardoso, Rio de Janeiro - RJ","",""
372,"Santos Dumont","O busto é uma homenagem do povo de Santa Cruz ao Pai da Aviação.","http://riomonumentos.com/cadastro/uploads/santos_dumont_santa_cruz001.jpg","Arsenal de Guerra","23 de outubro de 1961","Rua Felipe Cardoso, Rio de Janeiro - RJ","",""
373,"Guilherme da Silveira","Trata-se de uma homenagem num busto em bronze da gratidão dos operários da Cia. Progresso Industrial.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","Leonardo Lima","2 de fevereiro de 1944","Praça Nova Jales, Rio de Janeiro - RJ","",""
374,"Senador Otacílio Camará","Trata-se de um busto em bronze em homenagem ao senador doado pelos seus amigos e admiradores.","http://riomonumentos.com/cadastro/uploads/senador_otacilio_camara001.jpg","Bernevenuta Berna","1934","Rua Senador Camará com D.João VI, 15","",""
375,"José Antônio Ciraudo","Trata-se de um busto em bronze ao cirurgião santa cruzense por iniciativa de seus amigos.","http://riomonumentos.com/cadastro/uploads/jose_antonio_cirauto001.jpg","desconhecido","5 de agosto de 1979","Rua Felipe Cardoso, Rio de Janeiro - RJ","",""
376,"Marco dos Jesuítas","Este marco foi extraído dos alicerces da igreja que os jesuítas pretendiam construir no séc. XVIII.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","1988","Praça do Gado, Rio de Janeiro - RJ","",""
377,"Duque de Caxias","É um busto em bronze confeccionado por iniciativa do 1ºDECME.","http://riomonumentos.com/cadastro/uploads/duque_de_caxias001.jpg","Arsenal de Guerra","1988","Praça Ruão, Rio de Janeiro - RJ","",""
378,"Marco Imperial","Este marco estava localizado na Estrada de Santa Cruz, tendo sido removido pelo IPHAN com a colaboração do Batalhão de Engenharia de Combate.","http://riomonumentos.com/cadastro/uploads/marco_imperial001.jpg","desconhecido","1826","Praça Ruão, Rio de Janeiro - RJ","",""
379,"Monumento aos Ex-Combatentes","Trata-se de um monumento composto por um painel de azulejo branco com o símbolo da Força Expedicionária Brasileira e na outra face o mapa dos locais das batalhas.","http://riomonumentos.com/cadastro/uploads/monumento_aos_ex combatentes001.jpg","desconhecido","desconhecida","Praça Ruão, Rio de Janeiro - RJ","",""
380,"Cruzeiro","É um cruzeiro em madeira instalado por iniciativa do Núcleo de Orientação e Pesquisa Histórica de Santa Cruz e pelo Batalhão Vilagran Cabrita para restabelecer o cruzeiro original da Fazenda de Santa Cruz.","http://riomonumentos.com/cadastro/uploads/cruzeiro_praca_ruao001.jpg","desconhecido","10 de abril de 1987","Praça Ruão, Rio de Janeiro - RJ","",""
381,"Padre Guilherme Decaminada","É uma homenagem num busto em bronze ao missionário que trabalhou pela região de Santa Cruz.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","8 de dezembro de 1997","Praça Francisco Barbosa, Rio de Janeiro - RJ","",""
382,"Marco dos Jesuítas","Trata-se de um bloco de pedra, conhecido como Marco dos Jesuítas, utilizado como veleiro.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","desconhecida","Praça Dom Romualdo, Rio de Janeiro - RJ","",""
383,"Marco Zero","É um marco divisório do antigo Distrito Federal e o estado do Rio de Janeiro.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","1929","Estr. do Marapicu, 100-1668 - Campo Grande","",""
384,"Honório dos Santos Pimentel","O busto em bronze foi uma homenagem dos moradores de Santa Cruz.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","desconhecido","17 de julho de 1965","","",""
385,"Paizinho Preto","O monumento é uma homenagem a Joaquim Manuel da Silva, o paizinho Quincas, que foi um escravo de grande popularidade local.","http://riomonumentos.com/wp-content/themes/seconserva/img/THUMB_fotos.jpg","Miguel Pastor","13 de maio de 1958","Av. Cesário de Melo, 6946-6974 - Inhoaíba (com a Rua Adolfo Lemos)","",""
386,"Mãe Preta","É uma escultura de uma senhora negra em tamanho natural sentado em um pequeno banco com o menino no colo.","http://riomonumentos.com/cadastro/uploads/mãe_preta001.jpg","desconhecido","desconhecida","Av. Cesário de Melo, 6946-6974 - Inhoaíba (com a Rua Adolfo Lemos)","",""
387,"Cristo Redentor","Eleito em 2007 uma das 7 maravilhas do mundo moderno, o monumento é um dos ícones brasileiros mais conhecidos internacionalmente. Dos seus 40 metros, 8 estão no pedestal e 30 na estátua, sendo a segunda maior escultura de Cristo no mundo, atrás apenas da Estátua de Cristo Rei, na Polônia.","http://riomonumentos.com/cadastro/uploads/cristo_redentor.jpg2.jpg","Heitor da Silva Costa, Carlos Oswald e Paul Landowski","12 de outubro de 1931","Morro do Corcovado – Rio de Janeiro - RJ","-22.951917","-43.210495"
